t_s,d1_m,d2_m,vs_mps,vus_mps,u_N,road_amp_m,road_freq_rads
115.8,-1.01882,4.50690,0.03085,0.03790,2.4711,0.0150,25.00
115.9,1.90854,-5.20268,-0.02851,0.01223,-0.6054,0.0150,25.00
116.0,-1.82955,-3.46263,0.06631,0.06224,5.5331,0.0150,25.00
116.1,10.17299,19.12729,-0.05118,-0.09477,-10.3262,0.0150,25.00
116.2,-15.05954,9.28828,-0.06714,0.06684,-5.6897,0.0150,25.00
116.3,-6.67600,2.18450,0.04498,-0.01574,1.9376,0.0150,25.00
116.5,3.97099,-4.00536,0.02619,0.02174,3.6912,0.0150,25.00
116.6,0.91629,2.63009,-0.01530,0.01905,-2.8816,0.0150,25.00
116.7,0.52282,5.34553,-0.03442,-0.05486,-6.2675,0.0150,25.00
116.8,-4.67344,6.85758,0.00651,0.01453,-2.8611,0.0150,25.00
116.9,-4.76764,7.12187,0.01535,0.00226,0.2415,0.0150,25.00
117.0,1.29530,-4.04627,0.01274,0.03325,1.4597,0.0150,25.00
117.1,1.93268,6.29716,0.02829,0.02195,1.5844,0.0150,25.00
117.2,3.07365,-0.16972,-0.05004,-0.01260,-5.7472,0.0150,25.00
117.3,-5.73970,7.55868,0.00209,0.00764,-5.9712,0.0150,25.00
117.4,-4.40944,8.44989,0.00660,-0.03313,-1.0714,0.0150,25.00
117.5,-3.16550,-10.26168,-0.02792,0.02634,-1.2602,0.0150,25.00
117.6,-1.68666,3.81036,0.04748,0.01888,3.2102,0.0150,25.00
117.7,4.04671,0.05121,-0.07314,-0.04976,-7.7135,0.0150,25.00
117.8,-10.22842,-1.48634,0.02440,0.05772,-1.0824,0.0150,25.00
117.9,6.35667,24.50185,0.07159,-0.08524,0.9768,0.0150,25.00
118.0,-2.00396,-9.35596,-0.07658,0.02572,-4.5624,0.0150,25.00
118.1,-4.67482,3.70241,0.00569,-0.00586,-1.6971,0.0150,25.00
118.2,3.11423,17.04097,0.01979,-0.14880,-5.7137,0.0150,25.00
118.3,3.16891,17.13454,0.01344,-0.15201,-6.5980,0.0150,25.00
118.4,3.16892,17.13455,0.00836,-0.10340,-6.3529,0.0150,25.00
118.5,3.16892,17.13455,0.00507,-0.06435,-6.0626,0.0150,25.00
118.6,3.16892,17.13455,0.00289,-0.03708,-5.8448,0.0150,25.00
118.7,3.16892,17.13455,0.00173,-0.02228,-5.7243,0.0150,25.00
118.8,3.16892,17.13455,0.00104,-0.01336,-5.6512,0.0150,25.00
118.9,3.16892,17.13455,0.00059,-0.00760,-5.6040,0.0150,25.00
119.0,3.16892,17.13455,0.00035,-0.00455,-5.5790,0.0150,25.00
119.1,3.16892,17.13455,0.00021,-0.00272,-5.5640,0.0150,25.00
119.2,1.82238,0.03749,-0.03360,0.16706,1.4117,0.0150,25.00
119.3,-1.47599,1.25657,-0.02277,0.14727,-1.9611,0.0150,25.00
119.4,0.85701,5.46500,0.00453,0.04799,-0.0987,0.0150,25.00
119.5,0.85366,-0.52093,0.00530,0.06045,1.2431,0.0150,25.00
119.6,-3.53184,3.03421,0.00049,0.05654,-0.4979,0.0150,25.00
119.7,1.82226,-1.82159,0.00379,0.04726,1.5673,0.0150,25.00
119.8,-1.60321,0.47115,0.00192,0.04675,0.6060,0.0150,25.00
119.9,2.84470,-1.83941,-0.01000,-0.02107,-2.1837,0.0150,25.00
120.0,-0.11108,1.40132,-0.00090,0.01393,-0.5033,0.0150,25.00
120.1,-4.02102,5.61368,0.00417,0.00398,-0.9638,0.0150,25.00
120.2,-1.50981,-0.87773,0.01679,0.05344,2.1692,0.0150,25.00
120.3,-0.66660,-3.45773,0.03563,0.04820,3.0279,0.0150,25.00
120.4,3.08018,1.80806,-0.06025,-0.03270,-5.4852,0.0150,25.00
120.5,-6.65351,2.53235,-0.01611,0.00101,-4.8376,0.0150,25.00
120.7,-5.98174,6.57926,0.01399,-0.02237,-0.5854,0.0150,25.00
120.8,-3.74427,-10.46183,-0.01408,0.05322,0.8665,0.0150,25.00
120.9,-1.43816,7.27176,0.03576,0.00974,2.2177,0.0150,25.00
121.0,2.44786,0.76223,-0.06624,-0.04159,-5.5994,0.0150,25.00
121.1,-4.85449,4.80729,-0.00967,-0.01632,-2.3623,0.0150,25.00
121.2,-2.32853,11.00863,-0.00306,-0.07017,-3.9487,0.0150,25.00
121.3,-4.87158,-1.70854,0.02826,0.05571,2.7868,0.0150,25.00
121.4,1.66750,1.92309,0.07913,0.03440,4.8548,0.0150,25.00
121.5,0.93608,-11.03253,-0.13310,-0.02726,-9.3427,0.0150,25.00
121.6,-9.16710,3.30387,-0.00625,-0.01265,-2.0458,0.0150,25.00
121.7,-1.80927,4.93444,0.03054,-0.05303,-0.6724,0.0150,25.00
121.8,0.40667,2.56878,0.01241,0.01277,-1.4956,0.0150,25.00
121.9,-2.45323,4.87803,-0.00129,0.02157,-1.3397,0.0150,25.00
122.0,1.12078,-2.32907,0.00140,0.02014,0.5135,0.0150,25.00
122.1,0.22632,5.43684,0.01973,0.01608,0.0285,0.0150,25.00
122.2,4.80335,13.78390,0.02442,-0.06728,-1.4852,0.0150,25.00
122.3,-2.26029,3.56636,0.02969,0.04957,2.4523,0.0150,25.00
122.4,1.59190,2.97669,0.03993,0.00403,2.2544,0.0150,25.00
122.5,-0.72445,-8.82006,-0.08311,0.00491,-5.0611,0.0150,25.00
122.6,-3.67603,3.50497,0.03035,-0.00462,0.5710,0.0150,25.00
122.7,5.73849,4.72241,-0.02339,-0.06478,-5.5258,0.0150,25.00
122.8,-3.83988,12.09289,0.00858,0.01344,-4.8359,0.0150,25.00
122.9,-5.30947,6.70747,-0.00263,-0.01531,-1.1396,0.0150,25.00
123.0,-3.07093,-7.43803,-0.03126,0.02312,-1.8377,0.0150,25.00
123.1,-1.59667,2.88694,0.03971,0.01971,2.9105,0.0150,25.00
123.2,2.81003,-2.94433,-0.06461,-0.02398,-5.6481,0.0150,25.00
123.3,-8.02537,1.12066,0.03834,0.04957,-0.4880,0.0150,25.00
123.4,8.14109,16.73915,0.06177,-0.06643,0.4840,0.0150,25.00
123.5,-4.49377,-15.73962,-0.08207,0.05125,-4.7224,0.0150,25.00
123.6,-2.78609,2.72797,0.05085,0.00955,3.3611,0.0150,25.00
123.7,2.24840,-2.36496,-0.08315,-0.06405,-8.1239,0.0150,25.00
123.8,-8.95855,2.39411,-0.04860,-0.01644,-4.9944,0.0150,25.00
123.9,-7.11422,4.18858,0.00317,-0.04199,-2.9906,0.0150,25.00
124.0,-1.85141,7.01775,0.02954,0.02387,1.5527,0.0150,25.00
124.1,-2.26544,4.80903,0.02545,0.03619,0.6669,0.0150,25.00
124.3,3.33107,-0.68168,-0.03129,0.00259,-2.0787,0.0150,25.00
124.3,-2.57636,1.10375,0.05318,0.05202,2.2085,0.0150,25.00
124.4,7.93676,23.57289,-0.01226,-0.07564,-4.8456,0.0150,25.00
124.5,-12.88601,10.61055,-0.06993,0.02506,-10.2668,0.0150,25.00
124.6,-8.89363,0.20649,0.00875,-0.01940,-2.9190,0.0150,25.00
124.7,1.40122,-2.06466,0.01519,-0.00512,1.8469,0.0150,25.00
124.8,-0.65281,3.99364,0.01272,0.02720,-0.8588,0.0150,25.00
125.0,3.70352,5.83370,0.03408,-0.02732,1.2811,0.0150,25.00
125.1,1.50949,0.04929,0.02800,0.03698,0.4959,0.0150,25.00
125.2,-3.07682,5.41565,0.02576,0.04302,2.1552,0.0150,25.00
125.4,1.89616,-4.12842,-0.00011,0.03780,1.6584,0.0150,25.00
125.4,1.13583,2.12469,0.06224,0.04876,5.7654,0.0150,25.00
125.5,7.24469,5.29571,-0.11861,-0.08737,-13.0422,0.0150,25.00
125.6,-15.82452,0.53171,-0.09224,-0.01608,-11.2846,0.0150,25.00
125.7,-11.68520,6.77310,-0.00772,-0.05857,-3.1156,0.0150,25.00
125.8,-0.44783,10.88779,0.01834,-0.02094,0.3176,0.0150,25.00
125.9,-2.84450,1.68807,-0.00285,0.01837,-0.6395,0.0150,25.00
126.0,2.70473,0.45583,0.00688,-0.02277,-0.3982,0.0150,25.00
126.1,0.97256,3.75678,0.00530,0.00856,-0.0334,0.0150,25.00
126.2,-3.46102,5.41069,0.02587,0.01306,0.6402,0.0150,25.00
126.3,2.40972,10.77337,0.04822,0.04425,2.4314,0.0150,25.00
126.4,-0.09687,1.84978,0.02525,0.05324,3.0096,0.0150,25.00
126.5,3.41694,1.16604,-0.04176,-0.02518,-2.8108,0.0150,25.00
126.6,-3.12232,2.92905,0.00528,0.01098,0.0193,0.0150,25.00
126.7,0.33256,13.49277,0.00245,-0.07097,-2.2181,0.0150,25.00
126.8,-5.84882,-8.89154,0.00988,0.06969,4.0507,0.0150,25.00
126.9,5.55847,16.92918,0.12577,-0.01728,8.5146,0.0150,25.00
127.0,2.01099,-9.18357,-0.12109,-0.01684,-7.9063,0.0150,25.00
127.1,-6.90396,3.45650,0.06920,0.01226,5.0457,0.0150,25.00
127.2,12.22468,24.47387,0.02420,-0.09351,-6.8401,0.0150,25.00
127.3,-8.82326,7.60768,-0.07764,0.05969,-4.9365,0.0150,25.00
127.4,-8.41699,4.82861,-0.01148,-0.02306,-3.5122,0.0150,25.00
127.5,-0.19072,-2.10136,-0.00834,-0.00663,-0.9610,0.0150,25.00
127.6,-1.23139,2.78439,0.00415,0.00784,-1.2049,0.0150,25.00
127.7,1.74301,2.68536,0.00459,-0.03869,-1.9501,0.0150,25.00
127.8,-1.86955,6.60041,0.03596,0.04032,0.5674,0.0150,25.00
128.1,-0.16974,7.60173,0.03294,0.01688,1.8426,0.0150,25.00
128.1,-0.80155,-6.91676,-0.06486,0.00394,-3.3571,0.0150,25.00
128.1,-4.33504,1.26889,0.01614,0.00380,-0.0094,0.0150,25.00
128.2,3.86327,-2.45040,-0.03366,-0.03192,-4.1964,0.0150,25.00
128.3,-3.44869,7.83437,0.02145,0.04498,-1.6173,0.0150,25.00
128.4,-1.68778,6.37932,0.02419,-0.00404,1.7361,0.0150,25.00
128.5,-0.94627,-6.08723,-0.02713,0.02025,0.0153,0.0150,25.00
128.6,-1.04103,6.37334,0.05756,0.00638,3.1413,0.0150,25.00
128.7,5.98491,7.20716,-0.07183,-0.07640,-8.6634,0.0150,25.00
128.8,-8.99787,2.11614,-0.03763,-0.01272,-5.6578,0.0150,25.00
128.9,-7.85166,3.53970,0.01708,-0.02486,-2.7108,0.0150,25.00
129.0,0.33382,5.39805,0.04539,0.02954,2.9313,0.0150,25.00
129.1,-1.73848,-4.04231,0.06495,0.08539,6.0929,0.0150,25.00
129.3,5.65538,-12.27063,-0.10522,-0.01182,-7.1948,0.0150,25.00
129.4,-9.08730,6.52633,0.02142,0.03717,-1.1618,0.0150,25.00
129.5,3.94218,17.76565,0.02962,-0.09300,-1.4871,0.0150,25.00
129.6,-4.88897,-1.66838,-0.04839,0.04340,-1.3794,0.0150,25.00
129.7,-4.06321,5.08415,0.01942,0.00451,-0.6737,0.0150,25.00
129.8,1.78228,-4.39030,-0.02800,-0.00251,-0.7585,0.0150,25.00
129.9,-3.18059,-1.88457,0.07194,0.05916,4.6764,0.0150,25.00
130.0,11.96742,20.62011,-0.05730,-0.10739,-11.7281,0.0150,25.00
130.1,-13.94705,10.00019,-0.05463,0.04745,-7.9081,0.0150,25.00
130.2,-7.03390,0.95066,0.03971,-0.00190,1.4836,0.0150,25.00
130.3,3.39827,-5.86220,0.02438,0.02492,4.2016,0.0150,25.00
130.4,2.18289,2.77895,0.01373,0.03455,-0.4873,0.0150,25.00
130.5,6.61347,9.55700,-0.00816,-0.07402,-5.1520,0.0150,25.00
130.6,-3.02056,9.78206,0.02476,0.04623,0.4634,0.0150,25.00
130.7,-0.85071,7.81900,0.02354,-0.00160,0.6278,0.0150,25.00
130.8,-1.44175,-8.67650,-0.06119,-0.00023,-3.0264,0.0150,25.00
130.9,-3.50428,0.43628,0.03032,0.01283,2.0348,0.0150,25.00
131.0,1.57449,0.64946,-0.04019,-0.02945,-3.8913,0.0150,25.00
131.1,-5.79770,10.82298,0.03322,0.04749,-1.5926,0.0150,25.00
131.2,5.03863,18.83410,0.06118,-0.04560,4.2781,0.0150,25.00
131.3,-2.39447,-14.00112,-0.09848,0.02133,-5.5233,0.0150,25.00
131.4,-4.00875,6.08478,0.02398,-0.01535,-0.5093,0.0150,25.00
131.5,4.63901,-3.74706,-0.03615,-0.05953,-6.4252,0.0150,25.00
131.6,-4.39317,6.92074,0.00260,0.01212,-3.5291,0.0150,25.00
131.7,-4.22174,6.57320,-0.00148,-0.02461,-1.9331,0.0150,25.00
131.8,-5.37806,-8.87995,-0.00838,0.05434,1.2235,0.0150,25.00
131.9,0.10033,7.27486,0.07024,0.02020,4.9647,0.0150,25.00
132.0,5.00845,-7.65488,-0.11640,-0.03469,-10.0301,0.0150,25.00
132.1,-10.85155,1.47097,-0.02539,-0.00566,-5.1322,0.0150,25.00
132.2,-3.78600,8.84884,0.01170,-0.07076,-1.0766,0.0150,25.00
132.3,-1.86094,8.40837,0.02477,0.01261,-0.4184,0.0150,25.00
132.4,-2.39429,1.23513,0.02614,0.03833,1.7890,0.0150,25.00
132.5,4.02099,1.06803,-0.01097,-0.00881,-0.4341,0.0150,25.00
132.6,-1.07288,-0.48015,0.05188,0.05007,3.8662,0.0150,25.00
132.7,7.27644,14.20516,-0.00907,-0.03750,-4.1543,0.0150,25.00
132.8,-8.81805,-0.00295,-0.02376,0.09106,0.0480,0.0150,25.00
132.9,-0.64909,7.59451,0.08121,0.00353,5.8856,0.0150,25.00
133.0,-0.40633,-10.40540,-0.11519,-0.00505,-6.2148,0.0150,25.00
133.1,-6.93986,4.96305,0.04227,-0.01407,2.6602,0.0150,25.00
133.2,7.80103,17.10928,0.01217,-0.11877,-5.3840,0.0150,25.00
133.3,-5.06870,2.47611,0.01712,0.07225,2.3355,0.0150,25.00
133.4,1.08237,0.35284,0.06235,0.01454,4.4226,0.0150,25.00
133.6,-1.14493,-10.62763,-0.09127,0.00484,-5.6911,0.0150,25.00
133.7,-5.22406,5.53642,0.07158,0.00945,5.9197,0.0150,25.00
133.8,5.78060,13.81912,-0.05617,-0.09387,-7.6622,0.0150,25.00
133.9,-10.48622,10.31776,-0.10181,-0.02088,-15.7245,0.0150,25.00
134.0,-11.56324,7.79054,-0.02053,-0.04666,-4.5161,0.0150,25.00
134.1,-1.97353,14.19612,0.00063,-0.02578,-2.8644,0.0150,25.00
134.2,-4.66044,-0.22008,-0.00669,0.01929,-0.3302,0.0150,25.00
134.3,2.44614,2.17922,0.02150,-0.02887,0.1759,0.0150,25.00
134.4,2.22010,6.69159,0.00996,0.01346,0.5604,0.0150,25.00
134.5,-3.56768,3.51753,0.01166,0.01713,-0.4471,0.0150,25.00
134.6,-0.04052,6.88575,0.03425,0.05787,2.0105,0.0150,25.00
134.7,-0.51291,0.76434,0.04768,0.05842,4.9829,0.0150,25.00
134.8,4.26949,-0.61979,-0.03398,-0.01251,-2.4931,0.0150,25.00
134.9,-2.60532,5.00625,0.05198,0.05252,2.6334,0.0150,25.00
135.0,7.49709,20.55454,-0.02364,-0.06649,-5.5444,0.0150,25.00
135.1,-12.31900,1.78624,-0.09802,0.05002,-6.8987,0.0150,25.00
135.2,-6.95192,0.82609,0.04912,-0.00024,2.3545,0.0150,25.00
135.3,5.66023,-5.02985,0.03306,0.01017,4.4092,0.0150,25.00
135.4,3.67884,5.93421,0.00996,0.02020,-1.0134,0.0150,25.00
135.5,1.67459,6.90417,-0.01308,-0.04635,-3.5248,0.0150,25.00
135.6,-4.01035,2.15237,0.01908,0.03551,-0.0698,0.0150,25.00
135.7,-1.47033,4.01276,0.03046,0.01220,0.3098,0.0150,25.00
135.8,0.97525,-10.15658,-0.07409,0.00866,-4.5981,0.0150,25.00
135.9,-3.08870,2.02883,0.01717,0.00292,1.3048,0.0150,25.00
136.0,2.15359,-0.27621,-0.03216,-0.05812,-7.4643,0.0150,25.00
136.1,-3.72560,17.76345,0.04088,0.02310,1.1443,0.0150,25.00
136.2,0.00176,-1.40169,0.05441,0.01484,3.4877,0.0150,25.00
136.3,-0.68551,-11.24219,-0.07195,0.00756,-3.4026,0.0150,25.00
136.4,-3.42973,-0.07275,0.09093,0.03419,7.0873,0.0150,25.00
136.5,7.29155,5.02267,-0.10888,-0.09079,-11.8724,0.0150,25.00
136.6,-15.62333,3.89257,-0.05987,0.00688,-8.3466,0.0150,25.00
136.7,-9.71497,5.96745,0.01774,-0.02676,0.7970,0.0150,25.00
136.8,1.14319,7.53738,0.02789,0.00635,2.8203,0.0150,25.00
136.9,-2.04722,1.79042,0.01608,0.04094,2.1966,0.0150,25.00
137.0,5.40482,-3.77319,0.00716,-0.01236,0.0123,0.0150,25.00
137.1,1.91759,2.88457,-0.00012,0.01565,-0.4161,0.0150,25.00
137.2,-2.27689,8.75557,0.00915,-0.00921,-1.5594,0.0150,25.00
137.3,-2.40811,1.60384,0.01884,0.05345,1.8940,0.0150,25.00
137.4,-0.31941,2.44127,0.03183,0.03411,2.8351,0.0150,25.00
137.6,3.22823,-0.98704,-0.03026,-0.00751,-1.5975,0.0150,25.00
137.7,-2.66834,6.68367,0.05250,0.04651,2.2785,0.0150,25.00
137.8,6.01477,17.29776,-0.02277,-0.06113,-5.2448,0.0150,25.00
137.9,-10.42560,5.76980,-0.07085,0.05707,-4.0284,0.0150,25.00
138.0,-6.05635,3.51586,0.04122,-0.00398,1.6480,0.0150,25.00
138.1,4.50163,-6.53607,0.01797,-0.00293,3.0438,0.0150,25.00
138.2,1.10713,2.47177,-0.00840,0.02424,-1.8222,0.0150,25.00
138.3,0.56717,4.59354,-0.01383,-0.03979,-2.8473,0.0150,25.00
138.4,-3.33915,7.56412,0.00174,0.01985,-1.3736,0.0150,25.00
138.5,-3.32882,5.04997,0.01329,0.00584,0.1917,0.0150,25.00
138.6,0.45289,-3.66836,-0.03329,0.01086,-1.2367,0.0150,25.00
138.7,-1.44972,3.94949,0.04682,0.01992,3.8577,0.0150,25.00
138.8,5.58018,5.30040,-0.02504,-0.04350,-6.2670,0.0150,25.00
138.9,-7.29126,11.70076,0.00726,0.06750,1.1389,0.0150,25.00
139.0,-0.24446,5.18888,0.05124,-0.01510,3.3099,0.0150,25.00
139.1,-1.23311,-9.39191,-0.07498,-0.00223,-3.5630,0.0150,25.00
139.2,-3.60850,4.80254,0.04858,0.00105,2.9625,0.0150,25.00
139.3,3.56253,6.12474,-0.04109,-0.05311,-5.2068,0.0150,25.00
139.4,-7.30947,14.18078,-0.03054,-0.00048,-7.7187,0.0150,25.00
139.5,-7.92770,8.42596,-0.01489,-0.03826,-3.0653,0.0150,25.00
139.6,-3.80978,-2.22060,-0.02374,0.01603,-1.7646,0.0150,25.00
139.7,-4.34934,0.36716,-0.00388,0.01344,-0.6114,0.0150,25.00
139.8,2.94895,-5.81212,-0.02608,-0.01621,-2.3674,0.0150,25.00
139.9,-1.59961,10.83593,0.03559,0.02069,0.7411,0.0150,25.00
140.0,1.09717,6.56375,0.01399,-0.03127,-1.1985,0.0150,25.00
140.1,-2.89466,-8.37085,-0.03617,0.04300,-0.6072,0.0150,25.00
140.2,-0.82278,6.93740,0.05592,0.00898,3.2641,0.0150,25.00
140.3,4.10253,-2.73675,-0.08539,-0.04031,-7.1520,0.0150,25.00
140.4,-7.17361,4.80960,0.01360,0.00186,-0.3373,0.0150,25.00
140.5,-1.59204,6.05104,0.03312,-0.04343,0.4669,0.0150,25.00
140.6,-3.17797,-4.51457,0.00106,0.05617,2.2669,0.0150,25.00
140.7,1.21285,7.85384,0.06746,0.02489,4.0765,0.0150,25.00
140.8,1.65945,-10.16632,-0.11545,-0.01264,-7.0041,0.0150,25.00
140.9,-7.53139,0.34088,0.00757,-0.00779,-1.4111,0.0150,25.00
141.0,-0.53969,11.88767,0.01911,-0.06963,-1.4454,0.0150,25.00
141.1,-4.17413,2.89519,-0.00047,0.04145,1.4557,0.0150,25.00
141.2,-2.94238,0.71508,0.01683,0.02744,-0.2881,0.0150,25.00
141.3,0.78408,-3.31049,-0.04206,0.00012,-2.9780,0.0150,25.00
141.4,-2.41116,0.99502,0.06743,0.03911,6.0958,0.0150,25.00
141.5,9.17840,20.81054,-0.02814,-0.08804,-8.2238,0.0150,25.00
141.6,-13.12068,9.49790,-0.03298,0.02281,-7.3084,0.0150,25.00
141.7,-8.05590,-0.47463,0.03849,0.00669,3.1432,0.0150,25.00
141.8,2.87197,0.37793,0.03651,0.02684,3.7295,0.0150,25.00
142.0,1.86325,1.63646,0.03003,0.05972,2.4829,0.0150,25.00
142.1,5.38990,10.15042,-0.03879,-0.03210,-4.3951,0.0150,25.00
142.2,-6.71091,7.55259,-0.00821,0.01841,-5.2427,0.0150,25.00
142.3,-6.07966,7.21519,0.00955,-0.01113,0.3628,0.0150,25.00
142.4,-2.82139,-8.82110,-0.02813,0.02645,-1.6266,0.0150,25.00
142.5,-1.39585,4.81480,0.04016,0.01033,2.5334,0.0150,25.00
142.6,1.56804,-0.95345,-0.04456,-0.02694,-3.7886,0.0150,25.00
142.7,-6.17474,-0.63929,0.03208,0.05005,0.2907,0.0150,25.00
142.8,7.90051,24.40042,0.05463,-0.07455,1.5315,0.0150,25.00
142.9,-6.72326,-12.87098,-0.06978,0.07628,-1.4007,0.0150,25.00
143.0,-3.89164,4.41405,0.04021,-0.00908,2.0403,0.0150,25.00
143.1,2.40192,-2.73301,-0.04670,-0.03494,-3.1986,0.0150,25.00
143.2,-3.59215,1.78222,0.02300,0.02805,0.2607,0.0150,25.00
143.3,6.57212,17.69089,0.00872,-0.07891,-2.9246,0.0150,25.00
143.4,-5.58373,-2.52651,-0.02600,0.06676,0.0299,0.0150,25.00
143.5,-1.96091,7.68294,0.04258,0.00125,2.3194,0.0150,25.00
143.6,2.09242,0.72740,-0.05310,-0.04319,-5.3394,0.0150,25.00
143.7,-4.26124,5.81306,0.02655,-0.00039,0.8929,0.0150,25.00
143.8,7.40730,18.27394,0.01957,-0.09892,-4.0604,0.0150,25.00
143.9,-4.58615,-1.67910,0.00787,0.08131,2.0972,0.0150,25.00
144.0,1.29470,2.79504,0.06573,0.01514,4.0145,0.0150,25.00
144.1,-1.69109,-8.23572,-0.11722,-0.00712,-7.5714,0.0150,25.00
144.2,-7.22251,6.85956,0.03255,-0.01933,0.8974,0.0150,25.00
144.3,2.88838,6.08202,0.03403,-0.05503,0.2611,0.0150,25.00
144.4,-0.61859,4.46237,0.03188,0.04292,0.9831,0.0150,25.00
144.5,-0.83483,4.39229,0.04276,0.03687,1.7584,0.0150,25.00
144.6,-1.16335,-12.10546,-0.06159,0.03084,-1.5046,0.0150,25.00
144.7,-3.43192,-0.13814,0.07470,0.02618,5.8563,0.0150,25.00
144.8,8.05853,11.76800,-0.09835,-0.11363,-11.7641,0.0150,25.00
144.9,-15.16758,-0.53507,-0.08202,-0.01706,-10.0045,0.0150,25.00
145.0,-10.82066,4.74302,-0.00584,-0.05400,-2.6142,0.0150,25.00
145.1,-0.44765,14.11195,0.02610,-0.01708,-0.5468,0.0150,25.00
145.2,-2.76828,1.92851,0.00902,0.02658,0.8713,0.0150,25.00
145.3,3.72438,-5.33617,0.01552,0.00380,1.5739,0.0150,25.00
145.4,2.74851,6.37857,-0.00287,0.00854,-0.5503,0.0150,25.00
145.5,-4.40042,1.28457,-0.00032,0.01338,-1.0759,0.0150,25.00
145.6,1.31829,14.78125,0.04129,0.02510,1.0554,0.0150,25.00
145.7,-1.27555,1.36161,0.00789,0.03371,1.0714,0.0150,25.00
145.8,3.25329,-4.68375,-0.01599,-0.00102,-0.4051,0.0150,25.00
145.9,0.45792,7.88389,0.04919,0.02186,4.0914,0.0150,25.00
146.1,9.14607,24.42794,0.04002,-0.06842,-0.3800,0.0150,25.00
146.2,-5.08350,-9.65171,-0.04569,0.07795,-0.8529,0.0150,25.00
146.3,-2.00908,2.93428,0.04562,0.00116,2.2775,0.0150,25.00
146.4,1.62847,-7.42628,-0.08721,-0.02821,-6.6654,0.0150,25.00
146.5,-5.62743,4.95025,0.01952,-0.00790,0.1029,0.0150,25.00
146.6,2.88548,14.88117,0.03114,-0.08234,-0.4013,0.0150,25.00
146.7,-4.09425,-7.01231,0.00042,0.07673,3.1495,0.0150,25.00
146.8,6.56278,16.75933,0.09103,-0.02696,6.2818,0.0150,25.00
146.9,-0.30392,-10.57157,-0.12118,-0.00777,-8.1149,0.0150,25.00
147.0,-7.51846,5.31987,0.04297,-0.00811,1.4646,0.0150,25.00
147.1,4.79384,14.39785,0.04164,-0.08399,-0.2708,0.0150,25.00
147.2,-2.85440,5.91487,0.02662,0.06502,2.1448,0.0150,25.00
147.3,2.58725,4.58122,0.04488,-0.00464,3.7224,0.0150,25.00
147.4,-1.37365,-8.90700,-0.09205,0.00309,-5.5993,0.0150,25.00
147.5,-4.85246,7.89038,0.05218,-0.01458,3.5487,0.0150,25.00
147.6,3.16426,1.07513,-0.05340,-0.04595,-5.7238,0.0150,25.00
147.7,-6.46331,10.12280,-0.00230,0.00856,-4.9030,0.0150,25.00
147.8,-5.71523,6.93147,-0.00403,-0.02095,-1.2583,0.0150,25.00
147.9,-1.70628,-8.29857,-0.03811,0.02187,-2.9065,0.0150,25.00
148.0,-1.46477,6.07496,0.04556,0.01081,2.8524,0.0150,25.00
148.1,2.83224,-0.01440,-0.04506,-0.03340,-3.8938,0.0150,25.00
148.2,-7.39834,-0.17336,0.03748,0.05968,-0.4938,0.0150,25.00
148.3,8.99522,17.65243,0.03955,-0.07048,-2.9632,0.0150,25.00
148.4,-8.27975,-10.33649,-0.10000,0.06049,-5.1605,0.0150,25.00
148.5,-6.29366,4.22414,0.02023,-0.02265,-0.0816,0.0150,25.00
148.6,1.98366,-7.93033,0.00946,-0.01550,1.5679,0.0150,25.00
148.7,1.21505,5.86986,0.02967,0.01968,3.2175,0.0150,25.00
148.8,1.69619,7.36541,0.02278,-0.02448,0.4591,0.0150,25.00
148.9,-3.34960,-3.02832,0.00415,0.06999,3.2710,0.0150,25.00
149.0,0.24759,7.74733,0.06504,0.01864,4.4423,0.0150,25.00
149.1,2.25106,-10.70777,-0.11969,-0.02626,-8.8009,0.0150,25.00
149.2,-7.65036,2.58712,-0.01670,-0.01626,-3.4226,0.0150,25.00
149.3,-2.05111,5.55447,0.00673,-0.06885,-2.3549,0.0150,25.00
149.4,-1.21111,7.06079,0.03468,0.01712,0.3421,0.0150,25.00
149.5,-3.13217,0.85613,0.04269,0.05273,3.2788,0.0150,25.00
149.6,2.51080,-8.89547,-0.03416,0.01804,-1.7731,0.0150,25.00
149.7,-2.41468,3.68845,0.05335,0.02756,4.5105,0.0150,25.00
149.8,6.01492,10.41081,-0.07201,-0.09422,-11.0847,0.0150,25.00
149.9,-13.43182,6.43059,-0.07153,0.01444,-11.8072,0.0150,25.00
150.0,-9.42570,4.02157,0.02015,-0.02569,-0.1795,0.0150,25.00
150.1,1.87358,6.76489,0.03060,0.01803,2.3426,0.0150,25.00
150.2,-1.47690,-0.91535,0.01635,0.04852,2.4861,0.0150,25.00
150.3,6.47799,5.73832,0.03186,-0.03025,1.9859,0.0150,25.00
150.4,1.74794,4.24538,0.02015,0.03630,0.7367,0.0150,25.00
150.6,-2.79936,5.99392,0.01834,0.01765,0.1079,0.0150,25.00
150.7,-1.51675,-9.22424,-0.03747,0.03314,-1.1428,0.0150,25.00
150.8,-1.14640,7.22410,-0.00582,-0.01521,-1.6867,0.0150,25.00
150.9,-0.62074,-5.83741,-0.06170,-0.03148,-4.9721,0.0150,25.00
151.0,-3.83123,7.83980,0.04227,0.00803,0.9047,0.0150,25.00
151.1,5.85359,16.79350,0.05032,-0.05899,0.9729,0.0150,25.00
151.2,-3.83652,-14.42907,-0.03865,0.07621,0.3474,0.0150,25.00
