Time,XPosition,XVelocity,Angle,AngularVelocity
16.801000000000002,0.0000010132480927145314,-2.385208429891187e-7,5.800523172894145e-7,-0.0000013131216110254367
16.802,0.0000010130095718715422,-2.4433112224147873e-7,5.787396393230892e-7,-0.000001313556370515142
16.803,0.0000010127652407493008,-2.501256586446722e-7,5.774265172675541e-7,-0.0000013139817776141092
16.804000000000002,0.0000010125151150906562,-2.5590445418244493e-7,5.761129617809502e-7,-0.000001314397852481046
16.805,0.0000010122592106364738,-2.616675108110648e-7,5.747989799687048e-7,-0.0000013148046155049509
16.806,0.0000010119975431256627,-2.674148306454329e-7,5.73484582488959e-7,-0.0000013152020867578049
16.807,0.0000010117301282950173,-2.731464158761835e-7,5.721697782234969e-7,-0.0000013155902864878063
16.808,0.000001011456981879141,-2.788622687624744e-7,5.708545760541028e-7,-0.00000131596923490587
16.809,0.0000010111781196103786,-2.8456239173466237e-7,5.695389866389178e-7,-0.0000013163389521621164
16.81,0.000001010893557218644,-2.9024678720034265e-7,5.682230170833691e-7,-0.0000013166994586238592
16.811,0.0000010106033104314437,-2.9591545773144906e-7,5.669066780455978e-7,-0.0000013170507743567737
16.812,0.0000010103073949737123,-3.0156840598130424e-7,5.655899784073881e-7,-0.0000013173929196213574
16.813,0.0000010100058265677308,-3.072056346772268e-7,5.642729270505242e-7,-0.0000013177259146592662
16.814,0.0000010096986209330537,-3.128271467230119e-7,5.629555346331472e-7,-0.0000013180497796692064
16.815,0.0000010093857937863308,-3.184329450047812e-7,5.616378082606843e-7,-0.0000013183645350842867
16.816,0.000001009067360841326,-3.240230325778998e-7,5.603197585912767e-7,-0.0000013186702010525681
16.817,0.000001008743337808748,-3.295974125838508e-7,5.590013945067085e-7,-0.0000013189667979329282
16.818,0.0000010084137403961641,-3.3515608824267233e-7,5.576827248887639e-7,-0.0000013192543460808224
16.819,0.0000010080785843079214,-3.406990628532328e-7,5.563637586192272e-7,-0.0000013195328658236236
16.82,0.0000010077378852450682,-3.4622633979451643e-7,5.550445045798824e-7,-0.0000013198023774615185
16.821,0.0000010073916589052738,-3.5173792252700037e-7,5.537249716525139e-7,-0.0000013200629012717005
16.822,0.0000010070399209827467,-3.5723381459400027e-7,5.524051687189058e-7,-0.0000013203144575128608
16.823,0.0000010066826871681528,-3.627140197250121e-7,5.510851064371991e-7,-0.000001320557066429575
16.824,0.0000010063199731484278,-3.68178541641371e-7,5.497647919128212e-7,-0.0000013207907485324636
16.825,0.0000010059517946067865,-3.7362738414080396e-7,5.484442340275564e-7,-0.0000013210155240781182
16.826,0.0000010055781672226456,-3.79060551209569e-7,5.471234434395456e-7,-0.000001321231413287994
